window_start,window_end,model,N,breaches,coverage,kupiec_p,christoffersen_p,band_95pct,status_95pct
2023-03-23,2024-03-20,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-24,2024-03-21,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-24,2024-03-21,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-24,2024-03-21,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-27,2024-03-22,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-27,2024-03-22,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-27,2024-03-22,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-28,2024-03-25,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-28,2024-03-25,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-28,2024-03-25,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-29,2024-03-26,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-29,2024-03-26,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-29,2024-03-26,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-30,2024-03-27,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-30,2024-03-27,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-30,2024-03-27,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-31,2024-03-28,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-31,2024-03-28,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-31,2024-03-28,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-03,2024-04-01,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-04-03,2024-04-01,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-04-03,2024-04-01,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
